sequence.sequenceID,alignment.displayName,sequence.m49_country.display_name,sequence.collection_year,sequence.earliest_collection_year,brgy,place,province,region,,latitude,longitude,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate,seq
AB563829,Asian SEA4,Philippines,2006,2006,,Calatagan,Batangas,Calabarzon,Region IV-A,13.86384068,120.6585868,18/09/2006,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R4A.PHL/2006/Z-06-362,RV/R4A.PHL/2006/Z-06-362
AB563830,Asian SEA4,Philippines,2006,2006,,General Trias,Cavite,Calabarzon,Region IV-A,14.32966619,120.8999068,20/09/2006,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R4A.PHL/2006/Z-06-365,RV/R4A.PHL/2006/Z-06-365
AB563832,Asian SEA4,Philippines,2007,2007,,,Cavite,Calabarzon,Region IV-A,,,01/06/2007,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R4A.PHL/2007/Z-07-189,RV/R4A.PHL/2007/Z-07-189
AB563835,Asian SEA4,Philippines,2007,2007,,,Cavite,Calabarzon,Region IV-A,,,01/09/2007,789,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R4A.PHL/2007/Z-07-307,RV/R4A.PHL/2007/Z-07-307
AB563836,Asian SEA4,Philippines,2007,2007,,Bacoor,Cavite,Calabarzon,Region IV-A,14.41614393,120.9704734,28/09/2007,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R4A.PHL/2007/Z-07-317,RV/R4A.PHL/2007/Z-07-317
AB563837,Asian SEA4,Philippines,2007,2007,,Bacoor,Cavite,Calabarzon,Region IV-A,14.41614393,120.9704734,05/10/2007,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R4A.PHL/2007/Z-07-330,RV/R4A.PHL/2007/Z-07-330
AB683587,Asian SEA4,Philippines,2004,2004,,Santa Rosa,Laguna,Calabarzon,Region IV-A,,,12/08/2004,1575,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R4A.PHL/2004/Z-04-470,RV/R4A.PHL/2004/Z-04-470
AB683629,Asian SEA4,Philippines,2007,2007,,,Cavite,Calabarzon,Region IV-A,,,01/07/2007,1124,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R4A.PHL/2007/Z-07-189,RV/R4A.PHL/2007/Z-07-243
AB683631,Asian SEA4,Philippines,2007,2007,,,Quezon,Calabarzon,Region IV-A,,,02/07/2007,1124,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R4A.PHL/2007/Z-07-252,RV/R4A.PHL/2007/Z-07-252
AB698023,Asian SEA4,Philippines,2006,2006,,,Batangas,Calabarzon,Region IV-A,,,01/05/2006,1124,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R4B.PHL/2006/Z-06-197,RV/R4B.PHL/2006/Z-06-197
AB738089,Asian SEA4,Philippines,2006,2006,,,Cavite,Calabarzon,Region IV-A,,,31/05/2006,1124,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R4A.PHL/2006/Z-06-222,RV/R4A.PHL/2006/Z-06-222
LC018536,Asian SEA4,Philippines,2011,2011,,Calamba,Laguna,Calabarzon,Region IV-A,14.18862277,121.1242055,27/07/2011,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4A.PHL/2011/TRa-393,RV/R4A.PHL/2011/TRa-393
LC018540,Asian SEA4,Philippines,2012,2012,,Lucena City,Quezon,Calabarzon,Region IV-A,13.93834754,121.6153593,11/05/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4A.PHL/2012/TRa-398,RV/R4A.PHL/2012/TRa-398
LC018542,Asian SEA4,Philippines,2012,2012,,San Nicolas,Batangas,Calabarzon,Region IV-A,,,22/06/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4A.PHL/2012/TRa-401,RV/R4A.PHL/2012/TRa-401
LC018544,Asian SEA4,Philippines,2012,2012,,Tanauan,Batangas,Calabarzon,Region IV-A,,,31/08/2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,RV/R4A.PHL/2012/TRa-404,RV/R4A.PHL/2012/TRa-404
LC068916,Asian SEA4,Philippines,2013,2013,,,Batangas,Calabarzon,Region IV-A,,,01/02/2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,-,RV/R4A.PHL/2013/TRa-485,RV/R4A.PHL/2013/TRa-485
MN726837,Asian SEA4,Philippines,2013,2013,,Paradahan I,Cavite,Calabarzon,Region IV-A,,,19/01/2013,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-13-009,Z-13-009
MN726839,Asian SEA4,Philippines,2015,2015,,"Purok 6, Landayan",Laguna,Calabarzon,Region IV-A,,,17/06/2015,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-15-116,Z-15-116
MN726841,Asian SEA4,Philippines,2014,2014,,Sampaga Centro,Batangas,Calabarzon,Region IV-A,,,26/06/2014,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-14-146,Z-14-146
MN726845,Asian SEA4,Philippines,2012,2012,,Sinalhan,Laguna,Calabarzon,Region IV-A,,,01/01/2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-12-001,Z-12-001
MN726848,Asian SEA4,Philippines,2016,2016,,"PEA 2A, Langgam",Laguna,Calabarzon,Region IV-A,,,16/01/2016,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-16-013,Z-16-013
MN726855,Asian SEA4,Philippines,2016,2016,,Capipisa,Cavite,Calabarzon,Region IV-A,,,12/09/2016,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-16-159,Z-16-159
MN726856,Asian SEA4,Philippines,2012,2012,,Bacao 2,Cavite,Calabarzon,Region IV-A,,,31/05/2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-12-118,Z-12-118
MN726858,Asian SEA4,Philippines,2016,2016,,"Woodrow Subd.,Bgy. Pasig",Rizal,Calabarzon,Region IV-A,,,03/11/2016,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-16-186,Z-16-186
MN726870,Asian SEA4,Philippines,2014,2014,,San Rafael,Laguna,Calabarzon,Region IV-A,,,28/06/2014,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-14-149,Z-14-149
MN726874,Asian SEA4,Philippines,2012,2012,,Pag-asa,Cavite,Calabarzon,Region IV-A,,,18/06/2012,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-12-134,Z-12-134
MN726879,Asian SEA4,Philippines,2012,2012,,Sulpoc,Batangas,Calabarzon,Region IV-A,,,16/01/2012,11863,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-12-212,Z-12-212
MN726881,Asian SEA4,Philippines,2015,2015,,Pinagtipunan,Cavite,Calabarzon,Region IV-A,,,06/07/2015,11653,25-Dec-19,25-Dec-19,Canis lupus familiaris,-,Z-15-130,Z-15-130
MN857170,Asian SEA4,Philippines,2019,2019,,Angono,Rizal,Calabarzon,Region IV-A,,,27/05/2019,11922,16-Mar-20,16-Mar-20,Canis familiaris,-,BAI/BAI4A/2019-01/can,BAI/BAI4A/2019-01/can
Z-06-150,Asian SEA4,Philippines,,,Balete,Batangas  ,Batangas,Calabarzon,Region IV-A,13.7207195,121.103796,24/04/2006,11872,,,Canis familiaris,,Z-06-150,Z-06-150
Z-06-295,Asian SEA4,Philippines,,,Lucsuhin,Calatagan,Batangas,Calabarzon,Region IV-A,13.86384068,120.6585868,22/07/2006,11872,,,Canis familiaris,,Z-06-295,Z-06-295
Z-06-39,Asian SEA4,Philippines,,,Ambulong,Tanauan  ,Batangas,Calabarzon,Region IV-A,14.09625533,121.0970452,26/01/2006,11872,,,Canis familiaris,,Z-06-39,Z-06-39
Z-07-07,Asian SEA4,Philippines,,,Molino 6,General Trias,Cavite,Calabarzon,Region IV-A,14.32966619,120.8999068,08/01/2007,11872,,,Canis familiaris,,Z-07-07,Z-07-07
Z-07-22,Asian SEA4,Philippines,,,Tierra Nevada,Amadeo,Cavite,Calabarzon,Region IV-A,14.187281,120.9251442,23/01/2007,11872,,,Canis familiaris,,Z-07-22,Z-07-22
Z-07-222,Asian SEA4,Philippines,,,Dagatan,General Trias,Cavite,Calabarzon,Region IV-A,14.32966619,120.8999068,30/06/2007,11872,,,Canis familiaris,,Z-07-222,Z-07-222
Z-07-366,Asian SEA4,Philippines,,,Wawa,Lipa  ,Batangas,Calabarzon,Region IV-A,13.94086577,121.1746864,12/11/2007,11872,,,Canis familiaris,,Z-07-366,Z-07-366
Z-07-38,Asian SEA4,Philippines,,,Timbol,Bacoor,Cavite,Calabarzon,Region IV-A,14.41614393,120.9704734,02/05/2007,11872,,,Canis familiaris,,Z-07-38,Z-07-38
Z-07-387,Asian SEA4,Philippines,,,Bagong Liing,San Antonio,Quezon,Calabarzon,Region IV-A,13.89985141,121.2980234,07/12/2007,11872,,,Canis familiaris,,Z-07-387,Z-07-387
Z-07-398,Asian SEA4,Philippines,,,Paciano Rizal,Calamba,Laguna,Calabarzon,Region IV-A,14.18862277,121.1242055,19/12/2007,11872,,,Canis familiaris,,Z-07-398,Z-07-398
Z-07-403,Asian SEA4,Philippines,,,Sampagutia Exit,Lucena City,Quezon,Calabarzon,Region IV-A,13.93834754,121.6153593,22/12/2007,11872,,,Canis familiaris,,Z-07-403,Z-07-403
Z-08-351,Asian SEA4,Philippines,,,-,GMA,Cavite,Calabarzon,Region IV-A,14.30698662,121.0184177,12/12/2008,11872,,,Canis familiaris,,Z-08-351,Z-08-351
Z-08-359,Asian SEA4,Philippines,,,San Lucas II,San Pablo  ,Laguna,Calabarzon,Region IV-A,14.05146733,121.3315598,25/12/2008,11872,,,Canis familiaris,,Z-08-359,Z-08-359
Z-12-012,Asian SEA4,Philippines,,,Sulpoc,Tanauan  ,Batangas,Calabarzon,Region IV-A,14.09625533,121.0970452,16/01/2012,11872,,,Canis familiaris,,Z-12-012,Z-12-012
Z-12-034,Asian SEA4,Philippines,,,Bgy. Santo Anghel,San Pablo  ,Laguna,Calabarzon,Region IV-A,14.05146733,121.3315598,06/02/2012,11872,,,Canis familiaris,,Z-12-034,Z-12-034
Z-12-060,Asian SEA4,Philippines,,,F.De Castro,GMA,Cavite,Calabarzon,Region IV-A,14.30698662,121.0184177,25/02/2012,11872,,,Canis familiaris,,Z-12-060,Z-12-060
Z-13-037,Asian SEA4,Philippines,,,-,Cavinti,Laguna,Calabarzon,Region IV-A,14.24291032,121.5551642,25/02/2013,11872,,,Canis familiaris,,Z-13-037,Z-13-037
Z-13-065,Asian SEA4,Philippines,,,Dumuclay North,Batangas  ,Batangas,Calabarzon,Region IV-A,13.7207195,121.103796,04/04/2013,11872,,,Canis familiaris,,Z-13-065,Z-13-065
Z-13-066,Asian SEA4,Philippines,,,Bayan Luma,Imus  ,Cavite,Calabarzon,Region IV-A,14.39822975,120.9319992,05/04/2013,11872,,,Canis familiaris,,Z-13-066,Z-13-066
Z-13-081,Asian SEA4,Philippines,,,Sto. Angel Norte,Sta. Cruz,Laguna,Calabarzon,Region IV-A,14.26443013,121.4040122,25/04/2013,11872,,,Canis familiaris,,Z-13-081,Z-13-081
Z-13-086,Asian SEA4,Philippines,,,San Carlos ,Binangonan,Rizal,Calabarzon,Region IV-A,14.49353136,121.1932147,03/05/2013,11872,,,Canis familiaris,,Z-13-086,Z-13-086
Z-13-089,Asian SEA4,Philippines,,,Malainen Luma,Naic,Cavite,Calabarzon,Region IV-A,14.29182513,120.7960137,04/05/2013,11872,,,Canis familiaris,,Z-13-089,Z-13-089
Z-13-135,Asian SEA4,Philippines,,,Alulod,Indang,Cavite,Calabarzon,Region IV-A,14.18917642,120.8713283,12/06/2013,11872,,,Canis familiaris,,Z-13-135,Z-13-135
Z-13-161,Asian SEA4,Philippines,,,Pansol,Calamba  ,Laguna,Calabarzon,Region IV-A,14.18862277,121.1242055,20/07/2013,11872,,,Canis familiaris,,Z-13-161,Z-13-161
Z-13-171,Asian SEA4,Philippines,,,Pinamocan Silangan,Batangas  ,Batangas,Calabarzon,Region IV-A,13.7207195,121.103796,05/08/2013,11872,,,Canis familiaris,,Z-13-171,Z-13-171
Z-13-184,Asian SEA4,Philippines,,,Tabangaw,Batangas  ,Batangas,Calabarzon,Region IV-A,13.7207195,121.103796,29/08/2013,11872,,,Canis familiaris,,Z-13-184,Z-13-184
Z-13-204,Asian SEA4,Philippines,,,Dayap,Calauan,Laguna,Calabarzon,Region IV-A,14.13318557,121.2951683,26/09/2013,11872,,,Canis familiaris,,Z-13-204,Z-13-204
Z-13-234,Asian SEA4,Philippines,,,Mayapa,Calamba ,Laguna,Calabarzon,Region IV-A,14.18862277,121.1242055,15/11/2013,11872,,,Canis familiaris,,Z-13-234,Z-13-234
Z-13-259,Asian SEA4,Philippines,,,  Pound,Cavite  ,Cavite,Calabarzon,Region IV-A,14.48021461,120.8978023,18/12/2013,11872,,,Canis familiaris,,Z-13-259,Z-13-259
Z-14-023,Asian SEA4,Philippines,,,Poblacion I,Sta. Cruz,Laguna,Calabarzon,Region IV-A,14.26443013,121.4040122,31/01/2014,11872,,,Canis familiaris,,Z-14-023,Z-14-023
Z-14-05,Asian SEA4,Philippines,,,Pasong Camachile,General Trias,Cavite,Calabarzon,Region IV-A,14.32966619,120.8999068,05/01/2014,11872,,,Canis familiaris,,Z-14-05,Z-14-05
Z-14-058,Asian SEA4,Philippines,,,-,Taytay,Rizal,Calabarzon,Region IV-A,14.56080116,121.1315174,14/03/2014,11872,,,Canis familiaris,,Z-14-058,Z-14-058
Z-14-098,Asian SEA4,Philippines,,,Dita,Cuenca,Batangas,Calabarzon,Region IV-A,13.90952328,121.0537657,29/04/2014,11872,,,Canis familiaris,,Z-14-098,Z-14-098
Z-14-106,Asian SEA4,Philippines,,,Sta. Cruz,Cavite  ,Cavite,Calabarzon,Region IV-A,14.48021461,120.8978023,08/05/2014,11872,,,Felis catus,,Z-14-106,Z-14-106
Z-14-142,Asian SEA4,Philippines,,,Mercedes Homes 3,Binan  ,Laguna,Calabarzon,Region IV-A,14.30526494,121.0647852,21/06/2014,11872,,,Canis familiaris,,Z-14-142,Z-14-142
Z-14-243,Asian SEA4,Philippines,,,Bubukal St.,Sta. Cruz,Laguna,Calabarzon,Region IV-A,14.26443013,121.4040122,13/11/2014,11872,,,Canis familiaris,,Z-14-243,Z-14-243
Z-15-163,Asian SEA4,Philippines,,,Panapaan 8,Bacoor  ,Cavite,Calabarzon,Region IV-A,14.41614393,120.9704734,05/09/2015,11872,,,Canis familiaris,,Z-15-163,Z-15-163
Z-16-151,Asian SEA4,Philippines,,,-,Carmona,Cavite,Calabarzon,Region IV-A,14.29896527,121.0371349,05/09/2016,11872,,,Canis familiaris,,Z-16-151,Z-16-151
Z-16-196,Asian SEA4,Philippines,,,Sampaloc,Dasmarinas  ,Cavite,Calabarzon,Region IV-A,14.31850325,120.9657797,23/11/2016,11872,,,Canis familiaris,,Z-16-196,Z-16-196
Z-17-046,Asian SEA4,Philippines,,,Bgy. San Fernando,Sto. Tomas,Batangas,Calabarzon,Region IV-A,14.07637376,121.1824598,06/03/2017,11872,,,Canis familiaris,,Z-17-046,Z-17-046
Z-17-177,Asian SEA4,Philippines,,,Bgy. Navarro,General Trias,Cavite,Calabarzon,Region IV-A,14.32966619,120.8999068,25/09/2017,11872,,,Canis familiaris,,Z-17-177,Z-17-177
Z-17-193,Asian SEA4,Philippines,,,Binonoan,Infanta,Quezon,Calabarzon,Region IV-A,14.71657136,121.650984,13/10/2017,11872,,,Canis familiaris,,Z-17-193,Z-17-193
Z-17-200,Asian SEA4,Philippines,,,Mamatid,Cabuyao,Laguna,Calabarzon,Region IV-A,14.24922952,121.121079,31/10/2017,11872,,,Canis familiaris,,Z-17-200,Z-17-200
Z-17-217,Asian SEA4,Philippines,,,Paliko 4,Imus,Cavite,Calabarzon,Region IV-A,14.39822975,120.9319992,16/11/2017,11872,,,Canis familiaris,,Z-17-217,Z-17-217
Z-17-221,Asian SEA4,Philippines,,,Bgy. Nawasa,Noveleta,Cavite,Calabarzon,Region IV-A,14.43119105,120.8796209,28/11/2017,11872,,,Canis familiaris,,Z-17-221,Z-17-221
Z-18-001,Asian SEA4,Philippines,,,"Andrea Vill. I, Panapaan Vi",Bacoor  ,Cavite,Calabarzon,Region IV-A,14.41614393,120.9704734,02/01/2018,11872,,,Felis catus,,Z-18-001,Z-18-001
Z-18-114,Asian SEA4,Philippines,,,Banay-Banay 1St,San Jose,Batangas,Calabarzon,Region IV-A,13.87787315,121.0901132,28/05/2018,11872,,,Canis familiaris,,Z-18-114,Z-18-114
Z-18-251,Asian SEA4,Philippines,,,"Rpa Enterprises, Don Jose",Sta. Rosa  ,Laguna,Calabarzon,Region IV-A,14.27260264,121.0895167,07/12/2018,11872,,,Canis familiaris,,Z-18-251,Z-18-251
Z-19-029,Asian SEA4,Philippines,,,Antipolo Del Sur,Lipa  ,Batangas,Calabarzon,Region IV-A,13.94086577,121.1746864,26/02/2019,11872,,,Canis familiaris,,Z-19-029,Z-19-029
Z-19-123,Asian SEA4,Philippines,,,Anabu 2F,Imus,Cavite,Calabarzon,Region IV-A,14.39822975,120.9319992,11/08/2019,11872,,,Canis familiaris,,Z-19-123,Z-19-123
Z-19-136,Asian SEA4,Philippines,,,Canlubang,Calamba  ,Laguna,Calabarzon,Region IV-A,14.18862277,121.1242055,05/09/2019,11872,,,Canis familiaris,,Z-19-136,Z-19-136
Z-19-88,Asian SEA4,Philippines,,,San Isidro,Angono,Rizal,Calabarzon,Region IV-A,14.54362773,121.165434,31/05/2019,11872,,,Canis familiaris,,Z-19-88,Z-19-88
Z-20-01,Asian SEA4,Philippines,,,"Meadowood Subd.,Panapaan 8",Bacoor  ,Cavite,Calabarzon,Region IV-A,14.41614393,120.9704734,03/01/2020,11872,,,Canis familiaris,,Z-20-01,Z-20-01
Z-20-110,Asian SEA4,Philippines,,,"Pacita Complex 1, San Vicente",San Pedro,Laguna,Calabarzon,Region IV-A,14.34936983,121.0384844,23/10/2020,11872,,,Canis familiaris,,Z-20-110,Z-20-110
Z-20-51,Asian SEA4,Philippines,,,Herald Village Subd.,Angono,Rizal,Calabarzon,Region IV-A,14.54362773,121.165434,02/03/2020,11872,,,Canis familiaris,,Z-20-51,Z-20-51
Z-23-01,Asian SEA4,Philippines,,,Balibago,Sta. Rosa ,Laguna,Calabarzon,Region IV-A,14.27260264,121.0895167,03/01/2023,11872,,,Canis familiaris,,Z-23-01,Z-23-01
Z-23-01Sa,Asian SEA4,Philippines,,,Balibago,Sta. Rosa ,Laguna,Calabarzon,Region IV-A,14.27260264,121.0895167,03/01/2023,11872,,,Canis familiaris,,Z-23-01Sa,Z-23-01Sa
Z-98-1061,Asian SEA4,Philippines,,,Tejero,General Trias,Cavite,Calabarzon,Region IV-A,14.32966619,120.8999068,05/08/1998,11872,,,Canis familiaris,,Z-98-1061,Z-98-1061
Z-98-134,Asian SEA4,Philippines,,,Sampaloc   Homes,Dasmarinas,Cavite,Calabarzon,Region IV-A,14.31850325,120.9657797,09/02/1998,11872,,,Canis familiaris,,Z-98-134,Z-98-134
Z-98-206,Asian SEA4,Philippines,,,Bagongbayan,Sta Cruz,Laguna,Calabarzon,Region IV-A,14.26443013,121.4040122,02/03/1998,11872,,,Canis familiaris,,Z-98-206,Z-98-206
Z-98-285,Asian SEA4,Philippines,,,-,San Pablo,Laguna,Calabarzon,Region IV-A,14.05146733,121.3315598,18/03/1998,11872,,,Canis familiaris,,Z-98-285,Z-98-285
Z-98-286,Asian SEA4,Philippines,,,Tayuman,Mulanay,Quezon,Calabarzon,Region IV-A,13.52552491,122.4578973,19/03/1998,11872,,,Canis familiaris,,Z-98-286,Z-98-286
Z-98-335,Asian SEA4,Philippines,,,-,Nagcarlan,Laguna,Calabarzon,Region IV-A,14.14027602,121.4032743,01/04/1998,11872,,,Canis familiaris,,Z-98-335,Z-98-335
Z-98-433,Asian SEA4,Philippines,,,Palamitan,Kawit,Cavite,Calabarzon,Region IV-A,14.44475736,120.9012276,30/04/1998,11872,,,Canis familiaris,,Z-98-433,Z-98-433
Z-98-667,Asian SEA4,Philippines,,,Mayapa,Calamba,Laguna,Calabarzon,Region IV-A,14.18862277,121.1242055,29/06/1998,11872,,,Canis familiaris,,Z-98-667,Z-98-667
Z-98-712,Asian SEA4,Philippines,,,Macantod,Siniloan,Laguna,Calabarzon,Region IV-A,14.43714914,121.4867785,11/07/1998,11872,,,Canis familiaris,,Z-98-712,Z-98-712
Z-98-718,Asian SEA4,Philippines,,,Maraykid,San Juan,Batangas,Calabarzon,Region IV-A,13.75727426,121.3908944,13/07/1998,11872,,,Canis familiaris,,Z-98-718,Z-98-718
Z-98-780,Asian SEA4,Philippines,,,San Miguel,Alaminos,Laguna,Calabarzon,Region IV-A,14.04459696,121.2475488,25/07/1998,11872,,,Canis familiaris,,Z-98-780,Z-98-780
Z-98-823,Asian SEA4,Philippines,,,Tejero,General Trias,Cavite,Calabarzon,Region IV-A,14.32966619,120.8999068,05/08/1998,11872,,,Canis familiaris,,Z-98-823,Z-98-823
Z-98-860,Asian SEA4,Philippines,,,-,San Francisco,Quezon,Calabarzon,Region IV-A,13.29448721,122.5720534,14/08/1998,11872,,,Canis familiaris,,Z-98-860,Z-98-860
4B-21-126,Asian SEA4,Philippines,,,Sapul,Calapan ,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.33178512,121.1780294,26/01/2021,11872,,,Canis familiaris,,4B-21-126,4B-21-126
4B-21-29,Asian SEA4,Philippines,,,San Narciso ,Victoria ,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.14368391,121.2438544,09/02/2021,11872,,,Canis familiaris,,4B-21-29,4B-21-29
4B-21-310,Asian SEA4,Philippines,,,Tabinay ,Puerto Galera,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.39217641,120.8953101,10/03/2021,11872,,,Canis familiaris,,4B-21-310,4B-21-310
4B-21-35,Asian SEA4,Philippines,,,Tabinay ,Puerto Galera,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.39217641,120.8953101,05/03/2021,11872,,,Canis familiaris,,4B-21-35,4B-21-35
4B-21-412,Asian SEA4,Philippines,,,Sto Nino,Puerto Galera,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.39217641,120.8953101,12/04/2021,11872,,,Canis familiaris,,4B-21-412,4B-21-412
4B-21-421,Asian SEA4,Philippines,,,Malapad,Baco,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.29039427,121.066837,14/04/2021,11872,,,Canis familiaris,,4B-21-421,4B-21-421
4B-21-423,Asian SEA4,Philippines,,,Camilmil,Calapan ,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.33178512,121.1780294,23/04/2021,11872,,,Canis familiaris,,4B-21-423,4B-21-423
4B-21-528,Asian SEA4,Philippines,,,Aninuan,Puerto Galera,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.39217641,120.8953101,28/05/2021,11872,,,Canis familiaris,,4B-21-528,4B-21-528
4B-21622,Asian SEA4,Philippines,,,Mangangan,Baco,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.29039427,121.066837,16/02/2022,11872,,,Canis familiaris,,4B-21622,4B-21622
4B-22-114,Asian SEA4,Philippines,,,Mayabig,Baco,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.29039427,121.066837,14/01/2022,11872,,,Canis familiaris,,4B-22-114,4B-22-114
4B-22-13,Asian SEA4,Philippines,,,Teresita,Mansalay,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,12.54836969,121.3482134,22/04/2022,11872,,,Canis familiaris,,4B-22-13,4B-22-13
4B-22-15,Asian SEA4,Philippines,,,San Isidro,Puerto Galera,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.39217641,120.8953101,05/01/2022,11872,,,Canis familiaris,,4B-22-15,4B-22-15
4B-22-16,Asian SEA4,Philippines,,,Orcenuma,Bongabong,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,12.71623574,121.3862303,28/04/2022,11872,,,Canis familiaris,,4B-22-16,4B-22-16
4B-22-17,Asian SEA4,Philippines,,,Narra,Gloria,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,12.92166054,121.3754507,08/05/2022,11872,,,Canis familiaris,,4B-22-17,4B-22-17
4B-22-20,Asian SEA4,Philippines,,,Don Pedro,Mansalay,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,12.54836969,121.3482134,19/05/2022,11872,,,Canis familiaris,,4B-22-20,4B-22-20
4B-22-21,Asian SEA4,Philippines,,,Panggulayan,Pinamalayan,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.02301767,121.4031803,31/05/2022,11872,,,Canis familiaris,,4B-22-21,4B-22-21
4B-22-28,Asian SEA4,Philippines,,,Mangangan,Baco,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.29039427,121.066837,27/07/2022,11872,,,Canis familiaris,,4B-22-28,4B-22-28
4B-22-30,Asian SEA4,Philippines,,,Bangkatan,Baco,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.29039427,121.066837,12/08/2022,11872,,,Canis familiaris,,4B-22-30,4B-22-30
4B-22-31,Asian SEA4,Philippines,,,Bayanan,Pola,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,13.13990357,121.4449478,18/08/2022,11872,,,Canis familiaris,,4B-22-31,4B-22-31
4B-22-35,Asian SEA4,Philippines,,,Bagumbayan,Roxas,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,12.61737051,121.4554967,25/10/2022,11872,,,Canis familiaris,,4B-22-35,4B-22-35
4B-22-37,Asian SEA4,Philippines,,,San Isidro,Alcantara,Romblon,Southwestern Tagalog Region,Region IV-B,12.29784708,122.054934,01/10/2022,11872,,,Canis familiaris,,4B-22-37,4B-22-37
4B-22-39,Asian SEA4,Philippines,,,San Isidro,Alcantara,Romblon,Southwestern Tagalog Region,Region IV-B,12.29784708,122.054934,21/10/2022,11872,,,Canis familiaris,,4B-22-39,4B-22-39
4B-22-40,Asian SEA4,Philippines,,,Balugo,Mansalay,Oriental Mindoro,Southwestern Tagalog Region,Region IV-B,12.54836969,121.3482134,02/12/2022,11872,,,Canis familiaris,,4B-22-40,4B-22-40
4B-22-41,Asian SEA4,Philippines,,,Dapawan,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,24/11/2022,11872,,,Canis familiaris,,4B-22-41,4B-22-41
4B-22-42,Asian SEA4,Philippines,,,Bonlao,Alcantara,Romblon,Southwestern Tagalog Region,Region IV-B,12.29784708,122.054934,26/11/2022,11872,,,Canis familiaris,,4B-22-42,4B-22-42
4B-22-44,Asian SEA4,Philippines,,,Dapawan,Odiongan,Romblon,Southwestern Tagalog Region,Region IV-B,12.39865996,122.0177701,11/12/2022,11872,,,Canis familiaris,,4B-22-44,4B-22-44
4B-22-45,Asian SEA4,Philippines,,,Concepcion Sur,Santa Maria,Romblon,Southwestern Tagalog Region,Region IV-B,12.40310216,122.0836566,12/12/2022,11872,,,Canis familiaris,,4B-22-45,4B-22-45
4B-23-01,Asian SEA4,Philippines,,,Concepcion Norte,Santa Maria,Romblon,Southwestern Tagalog Region,Region IV-B,12.40310216,122.0836566,20/01/2023,11872,,,Canis familiaris,,4B-23-01,4B-23-01
