ID,year,country,assignment,NCBI.accession,Sample.collection.date,Host.species,Region,Province,Municipality,Barangay,Location,source,corrected_date,decimal_date,outbreak
RV/R3.PHL/2013/TRa-535,2013,Philippines,SEA4,LC068921,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"Region III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-536,2013,Philippines,SEA4,LC068922,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"Region III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-537,2013,Philippines,SEA4,LC068923,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"Region III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-538,2013,Philippines,SEA4,LC068924,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"Region III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-540,2013,Philippines,SEA4,LC068925,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-541,2013,Philippines,SEA4,LC068926,2013,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"Region III, Nueva Ecija",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-542,2013,Philippines,SEA4,LC068927,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-543,2013,Philippines,SEA4,LC068928,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-544,2013,Philippines,SEA4,LC068929,2013,Felis catus,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-545,2013,Philippines,SEA4,LC068930,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-547,2013,Philippines,SEA4,LC068931,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"Region III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-548,2013,Philippines,SEA4,LC068932,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"Region I, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-549,2013,Philippines,SEA4,LC068933,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-550,2013,Philippines,SEA4,LC068934,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-551,2013,Philippines,SEA4,LC068935,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-552,2013,Philippines,SEA4,LC068936,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-554,2013,Philippines,SEA4,LC068937,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"Region III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-556,2013,Philippines,SEA4,LC068938,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"Region III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-557,2013,Philippines,SEA4,LC068939,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"Region III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-581,2013,Philippines,SEA4,LC068944,2013,Canis lupus familiaris,Ilocos Region,Tarlac,NA,NA,"Region III, Tarlac",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-582,2013,Philippines,SEA4,LC068945,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-583,2013,Philippines,SEA4,LC068946,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-584,2013,Philippines,SEA4,LC068947,2013,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"Region III, Nueva Ecija",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-586,2013,Philippines,SEA4,LC068948,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-587,2013,Philippines,SEA4,LC068949,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-588,2013,Philippines,SEA4,LC068950,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-589,2013,Philippines,SEA4,LC068951,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R4A.PHL/2004/Z-04-042,2004,Philippines,SEA4,AB563791,2004,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/04,2004,Other
RV/R4A.PHL/2004/Z-04-211,2004,Philippines,SEA4,AB563792,2004,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"Region 4A, Laguna",rabv-glue,1/1/04,2004,Other
RV/R4A.PHL/2004/Z-04-389,2004,Philippines,SEA4,AB563793,2004,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region 4A, Cavite",rabv-glue,1/1/04,2004,Other
RV/R4A.PHL/2004/Z-04-401,2004,Philippines,SEA4,AB563794,2004,Canis lupus familiaris,Calabarzon,Rizal,NA,NA,"Region4A, Rizal",rabv-glue,1/1/04,2004,Other
RV/R4A.PHL/2004/Z-04-420,2004,Philippines,SEA4,AB563795,2004,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region 4A, Cavite",rabv-glue,1/1/04,2004,Other
RV/R4A.PHL/2004/Z-04-470,2004,Philippines,SEA4,AB683587,2004,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"Region4A, Laguna",rabv-glue,1/1/04,2004,Other
RV/R4A.PHL/2004/Z-04-480,2004,Philippines,SEA4,AB563797,2004,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"Region4A, Laguna",rabv-glue,1/1/04,2004,Other
RV/R4A.PHL/2005/Z-05-012,2005,Philippines,SEA4,AB563801,2005,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"R4A, Laguna",rabv-glue,1/1/05,2005,Other
RV/R4A.PHL/2005/Z-05-017,2005,Philippines,SEA4,AB563802,2005,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"R4A, Cavite",rabv-glue,1/1/05,2005,Other
RV/R4A.PHL/2005/Z-05-123,2005,Philippines,SEA4,AB563804,2005,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"R4A, Laguna",rabv-glue,1/1/05,2005,Other
RV/R4A.PHL/2006/Z-06-039,2006,Philippines,SEA4,AB563818,2006,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"R4A, Batangas",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-163,2006,Philippines,SEA4,AB563819,2006,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"Region4A, Laguna",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-197,2006,Philippines,SEA4,AB563820,2006,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"Region4A, Batangas",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-222,2006,Philippines,SEA4,AB563822,2006,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-231,2006,Philippines,SEA4,AB563823,2006,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-342,2006,Philippines,SEA4,AB563824,2006,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"Region4A, Laguna",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-345,2006,Philippines,SEA4,AB563825,2006,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"R4A, Batangas",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-348,2006,Philippines,SEA4,AB563826,2006,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-357,2006,Philippines,SEA4,AB563827,2006,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"Region4A, Batangas",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-361,2006,Philippines,SEA4,AB563828,2006,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"Region4A, Laguna",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-362,2006,Philippines,SEA4,AB563829,2006,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"Region4A, Batangas",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2006/Z-06-365,2006,Philippines,SEA4,AB563830,2006,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/06,2006,Other
RV/R4A.PHL/2007/Z-07-189,2007,Philippines,SEA4,AB563832,2007,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/07,2007,Other
RV/R4A.PHL/2007/Z-07-243,2007,Philippines,SEA4,AB563833,2007,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/07,2007,Other
RV/R4A.PHL/2007/Z-07-252,2007,Philippines,SEA4,AB563834,2007,Canis lupus familiaris,Calabarzon,Quezon,NA,NA,"R4A, Quezon",rabv-glue,1/1/07,2007,Other
RV/R4A.PHL/2007/Z-07-307,2007,Philippines,SEA4,AB563835,2007,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"R4A, Cavite",rabv-glue,1/1/07,2007,Other
RV/R4A.PHL/2007/Z-07-317,2007,Philippines,SEA4,AB563836,2007,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/07,2007,Other
RV/R4A.PHL/2007/Z-07-330,2007,Philippines,SEA4,AB563837,2007,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/07,2007,Other
RV/R4A.PHL/2011/TRa-393,2011,Philippines,SEA4,LC018536,2011,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"IV-A, Laguna",rabv-glue,1/1/11,2011,Other
RV/R4A.PHL/2012/TRa-398,2012,Philippines,SEA4,LC018540,2012,Canis lupus familiaris,Calabarzon,Quezon,NA,NA,"IV-A, Quezon",rabv-glue,1/1/12,2012,Other
RV/R4A.PHL/2012/TRa-401,2012,Philippines,SEA4,LC018542,2012,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"IV-A, Batangas",rabv-glue,1/1/12,2012,Other
RV/R4A.PHL/2012/TRa-404,2012,Philippines,SEA4,LC018544,2012,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"IV-A, Batangas",rabv-glue,1/1/12,2012,Other
RV/R4A.PHL/2013/TRa-485,2013,Philippines,SEA4,LC068916,2013,Canis lupus familiaris,Bicol Region,Batangas,NA,NA,"Region IV, Batangas",rabv-glue,1/1/13,2013,Other
RV/R4B.PHL/2006/Z-06-197,2006,Philippines,SEA4,AB698023,2006,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"Region 4A, Batangas",rabv-glue,1/1/06,2006,Other
RV/R4B.PHL/2006/Z-06-203,2006,Philippines,SEA4,AB563821,2006,Canis lupus familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,NA,"Region4B, Oriental Mindoro",rabv-glue,1/1/06,2006,Other
RV/R4B.PHL/2006/Z-06-408,2006,Philippines,SEA4,AB563831,2006,Canis lupus familiaris,Southwestern Tagalog Region,Oriental Mindoro,NA,NA,"R4B, Oriental Mindoro",rabv-glue,1/1/06,2006,Other
RV/R4B.PHL/2011/TRa-392,2011,Philippines,SEA4,LC018535,2011,Canis lupus familiaris,Southwestern Tagalog Region,Romblon,NA,NA,"IV-B, Romblon",rabv-glue,1/1/11,2011,Romblon_old
RV/R4B.PHL/2011/TRa-394,2011,Philippines,SEA4,LC018537,2011,Canis lupus familiaris,Southwestern Tagalog Region,Romblon,NA,NA,"IV-B, Romblon",rabv-glue,1/1/11,2011,Romblon_old
RV/R4B.PHL/2011/TRa-396,2011,Philippines,SEA4,LC018538,2011,Canis lupus familiaris,Southwestern Tagalog Region,Romblon,NA,NA,"IV-B, Romblon",rabv-glue,1/1/11,2011,Romblon_old
RV/R4B.PHL/2012/TRa-397,2012,Philippines,SEA4,LC018539,2012,Canis lupus familiaris,Southwestern Tagalog Region,Romblon,NA,NA,"IV-B, Romblon",rabv-glue,1/1/12,2012,Romblon_old
RV/R4B.PHL/2012/TRa-400,2012,Philippines,SEA4,LC018541,2012,Canis lupus familiaris,Southwestern Tagalog Region,Romblon,NA,NA,"IV-B, Romblon",rabv-glue,1/1/12,2012,Romblon_old
RV/R4B.PHL/2012/TRa-402,2012,Philippines,SEA4,LC018543,2012,Canis lupus familiaris,Southwestern Tagalog Region,Romblon,NA,NA,"IV-B, Romblon",rabv-glue,1/1/12,2012,Romblon_old
RV/R4B.PHL/2013/TRa-486,2013,Philippines,SEA4,LC018584,2013,Canis lupus familiaris,Southwestern Tagalog Region,Palawan,NA,NA,"IV-B, Palawan",rabv-glue,1/1/13,2013,Other
RV/R4B.PHL/2013/TRa-487,2013,Philippines,SEA4,LC018585,2013,Canis lupus familiaris,Southwestern Tagalog Region,Palawan,NA,NA,"IV-B, Palawan",rabv-glue,1/1/13,2013,Other
RV/R5.PHL/2008/TRa-005,2008,Philippines,SEA4,AB563839,2008,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-031,2008,Philippines,SEA4,AB563858,2008,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-032,2008,Philippines,SEA4,AB563859,2008,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-034,2008,Philippines,SEA4,AB563860,2008,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-036,2008,Philippines,SEA4,AB563861,2008,Canis lupus familiaris,Bicol Region,Camarines Sur,NA,NA,"Region5, Camarines Sur",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-037,2008,Philippines,SEA4,AB563862,2008,Canis lupus familiaris,Bicol Region,Camarines Sur,NA,NA,"Region5, Camarines Sur",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-067,2008,Philippines,SEA4,AB563886,2008,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-071,2008,Philippines,SEA4,AB563887,2008,Canis lupus familiaris,Bicol Region,Camarines Sur,NA,NA,"Region5, Camarines Sur",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-072,2008,Philippines,SEA4,AB563888,2008,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-073,2008,Philippines,SEA4,AB563889,2008,Canis lupus familiaris,Bicol Region,Sorsogon,NA,NA,"Region5, Sorsogon",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-120,2008,Philippines,SEA4,AB563933,2008,Canis lupus familiaris,Bicol Region,Catanduanes,NA,NA,"Region5, Catanduanes",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-121,2008,Philippines,SEA4,AB563934,2008,Canis lupus familiaris,Bicol Region,Camarines Sur,NA,NA,"Region5, Camarines Sur",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-122,2008,Philippines,SEA4,AB563935,2008,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region 5, Albay",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2008/TRa-123,2008,Philippines,SEA4,AB563936,2008,Canis lupus familiaris,Bicol Region,Catanduanes,NA,NA,"Region5, Catanduanes",rabv-glue,1/1/08,2008,Other
RV/R5.PHL/2009/TRa-183,2009,Philippines,SEA4,AB563969,2009,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2009/TRa-225,2009,Philippines,SEA4,AB563994,2009,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2009/TRa-226,2009,Philippines,SEA4,AB563995,2009,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2009/TRa-227,2009,Philippines,SEA4,AB563996,2009,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2009/TRa-229,2009,Philippines,SEA4,AB563997,2009,Canis lupus familiaris,Bicol Region,Catanduanes,NA,NA,"Region5, Catanduanes",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2009/TRa-231,2009,Philippines,SEA4,AB563998,2009,Canis lupus familiaris,Bicol Region,Camarines Norte,NA,NA,"Region5, Camarines Norte",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2009/TRa-268,2009,Philippines,SEA4,AB733977,2009,Canis lupus familiaris,Bicol Region,Sorsogon,NA,NA,"Region5, Sorsogon",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2009/TRa-269,2009,Philippines,SEA4,AB771916,2009,Canis lupus familiaris,Bicol Region,Catanduanes,NA,NA,"Regoin 5, Catanduanes",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2009/TRa-271,2009,Philippines,SEA4,AB771917,2009,Canis lupus familiaris,Bicol Region,Camarines Norte,NA,NA,"Regoin 5, Camarines Norte",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2009/TRa-272,2009,Philippines,SEA4,AB733978,2009,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2009/TRa-273,2009,Philippines,SEA4,AB733979,2009,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"Region5, Albay",rabv-glue,1/1/09,2009,Other
RV/R5.PHL/2012/TRa-337,2012,Philippines,SEA4,LC018502,2012,Canis lupus familiaris,Bicol Region,Camarines Sur,NA,NA,"V, Camarines Sur",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-338,2012,Philippines,SEA4,LC018503,2012,Canis lupus familiaris,Bicol Region,Catanduanes,NA,NA,"V, Catanduanes",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-339,2012,Philippines,SEA4,LC018504,2012,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-340,2012,Philippines,SEA4,LC018505,2012,Canis lupus familiaris,Bicol Region,Camarines Norte,NA,NA,"V, Camarines Norte",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-343,2012,Philippines,SEA4,LC018506,2012,Canis lupus familiaris,Bicol Region,Camarines Norte,NA,NA,"V, Camarines Norte",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-344,2012,Philippines,SEA4,LC018507,2012,Canis lupus familiaris,Bicol Region,Camarines Sur,NA,NA,"V, Camarines Sur",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-355,2012,Philippines,SEA4,LC018517,2012,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-356,2012,Philippines,SEA4,LC018518,2012,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-357,2012,Philippines,SEA4,LC018519,2012,Canis lupus familiaris,Bicol Region,Sorsogon,NA,NA,"V, Sorsogon",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-358,2012,Philippines,SEA4,LC018520,2012,Canis lupus familiaris,Bicol Region,Camarines Norte,NA,NA,"V, Camarines Norte",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-360,2012,Philippines,SEA4,LC018521,2012,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2012/TRa-362,2012,Philippines,SEA4,LC018522,2012,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/12,2012,Other
RV/R5.PHL/2013/TRa-364,2013,Philippines,SEA4,LC018523,2013,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/13,2013,Other
RV/R5.PHL/2013/TRa-365,2013,Philippines,SEA4,LC018524,2013,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/13,2013,Other
RV/R5.PHL/2013/TRa-421,2013,Philippines,SEA4,LC018549,2013,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/13,2013,Other
RV/R5.PHL/2013/TRa-422,2013,Philippines,SEA4,LC018550,2013,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/13,2013,Other
RV/R5.PHL/2013/TRa-425,2013,Philippines,SEA4,LC018551,2013,Canis lupus familiaris,Bicol Region,Camarines Sur,NA,NA,"V, Camarines Sur",rabv-glue,1/1/13,2013,Other
RV/R5.PHL/2013/TRa-426,2013,Philippines,SEA4,LC018552,2013,Canis lupus familiaris,Bicol Region,Camarines Sur,NA,NA,"V, Camarines Sur",rabv-glue,1/1/13,2013,Other
RV/R5.PHL/2013/TRa-427,2013,Philippines,SEA4,LC018553,2013,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/13,2013,Other
RV/R5.PHL/2013/TRa-429,2013,Philippines,SEA4,LC018554,2013,Canis lupus familiaris,Bicol Region,Albay,NA,NA,"V, Albay",rabv-glue,1/1/13,2013,Other
RV/R7.PHL/2008/TRa-074,2008,Philippines,SEA4,AB563890,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-075,2008,Philippines,SEA4,AB563891,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-076,2008,Philippines,SEA4,AB563892,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-077,2008,Philippines,SEA4,AB563893,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-078,2008,Philippines,SEA4,AB563894,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-079,2008,Philippines,SEA4,AB563895,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-080,2008,Philippines,SEA4,AB563896,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-081,2008,Philippines,SEA4,AB563897,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region 7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-082,2008,Philippines,SEA4,AB563898,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region 7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-083,2008,Philippines,SEA4,AB563899,2008,Canis lupus familiaris,Central Visayas,Negros Oriental,NA,NA,"Region 7, Negros Oriental",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-084,2008,Philippines,SEA4,AB683588,2008,Canis lupus familiaris,Central Visayas,Negros Oriental,NA,NA,"Region7, Negros Oriental",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-085,2008,Philippines,SEA4,AB563900,2008,-,Central Visayas,NA,NA,NA,Valencia,rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-096,2008,Philippines,SEA4,AB563911,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-097,2008,Philippines,SEA4,AB563912,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-098,2008,Philippines,SEA4,AB563913,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-099,2008,Philippines,SEA4,AB563914,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-100,2008,Philippines,SEA4,AB563915,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-101,2008,Philippines,SEA4,AB563916,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-102,2008,Philippines,SEA4,AB563917,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2008/TRa-103,2008,Philippines,SEA4,AB563918,2008,Canis lupus familiaris,Central Visayas,Cebu,NA,NA,"Region7, Cebu",rabv-glue,1/1/08,2008,Other
RV/R7.PHL/2009/TRa-143,2009,Philippines,SEA4,AB563947,2009,Canis lupus familiaris,Central Visayas,Negros Oriental,NA,NA,"Region7, Negros Oriental",rabv-glue,1/1/09,2009,Other
RV/R7.PHL/2009/TRa-144,2009,Philippines,SEA4,AB563948,2009,Canis lupus familiaris,Central Visayas,Negros Oriental,NA,NA,"Region7, Negros Oriental",rabv-glue,1/1/09,2009,Other
